source,risk_label,task_id,sha256,file_size,nodes,local_score
candidate_v2,v2-staging,task108,825c078fdd5cf248ddfcf1d91c57c125e6e2213304022e67810f2d3aaee2922c,7454,1,17.504458
candidate_v2,v2-staging,task109,7839c13870891f0086bab84db435e1ad5532c6e87f69d2ce0c9b98114d796077,5237,39,13.542048
candidate_v2,v2-staging,task110,8c575949ac1a58e11b8b5888698200d932d67b0d0871c15aaa6a78816c46c929,22233,176,13.399055
candidate_v2,v2-staging,task111,c01911e7f5493ba19bcc496b439eb2106bd44f79305daefd94e102a96691a8ca,1499,15,18.319145
candidate_v2,v2-staging,task112,c9d107e03bcc1559d05367b27fca4117a92b4a4e65d2103d0e57fd16eebe58ca,3987,44,14.010141
candidate_v2,v2-staging,task113,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,499,1,21.598803
candidate_v2,v2-staging,task114,7d1973d605273db25b979fc20a63bacd338098bf8f239bc90618b4b89dd1baa4,4719,26,17.865906
candidate_v2,v2-staging,task115,fef642f35c49927e9440865ae0761f3f9ecb7d9bb8a03f2a5109e91a82deb620,5069,34,16.675906
candidate_v2,v2-staging,task116,3f87aab73b8c538752ffb070a34dd07ef95ccba2d299bd7526da67fcf956e1e5,479,1,21.598803
candidate_v2,v2-staging,task117,f0db9d777864eb09eb86826b56a8d871d28a0394c52cc42c8241426f1cfb47e4,10734,74,15.193795
candidate_v2,v2-staging,task118,97438b5c21bb19e585d3fceec251469c7b374cd4a076c5688816618e34f13133,4432,67,13.336192
candidate_v2,v2-staging,task119,07ddefaae6173ac59e2d58892773e2f6363645aa9845b7b8ea9e13e54e6e3283,8400,140,15.280435
candidate_v2,v2-staging,task120,13dafeb021b56dac928f38d32b4a0b841fcf481296ab752c9ac203fa425e1acc,3836,1,18.186555
candidate_v2,v2-staging,task121,03880dc2a72d6781722a53ffad4b506867ebd9f9c0a7faae3760807eabe67856,3339,24,16.215838
candidate_v2,v2-staging,task122,d932a3ac54fb54cc09d9cdbaab21ba4e9165ed9a6a8e01b9e0c49fb972269b75,10236,1,17.171962
candidate_v2,v2-staging,task123,984533b7a16d9c9d396feb3804602dd6044b4573d05d14964f3f23d179764af2,8805,17,16.680283
candidate_v2,v2-staging,task124,25adeb7f2d7dd711adf8af305ce943ada2ad39c8f0f5e699e9ff722f2f4a60ad,5397,52,15.705962
candidate_v2,v2-staging,task125,20f2c3e90cfb5afe5ac7e795a1cf906ce67453cb55deb5cbcc51275aea5fc7e8,3032,28,15.495722
candidate_v2,v2-staging,task126,b86dafbc68af0e5b698f0241dd534874e44ffd9dfca8bac7b89280a3534f3824,2765,29,13.636840
candidate_v2,v2-staging,task127,81f551a5b779e861ce371fdc4697595db753242954a60c50a3ac8e3108937d97,3772,1,18.197605
candidate_v2,v2-staging,task128,5224331b88562c8c5864a82ed28442ed1a8c17321e5852eb0c193b0a8eabe7e5,3365,28,13.537926
candidate_v2,v2-staging,task129,cb3d815a7dac0fa6cbceaf9fac975e8d8bf1ae6af4987a5c11478325fb8b6a6f,1048,8,18.293138
candidate_v2,v2-staging,task130,129e8e94901df68286dc85134b4be5ba1daa1437df26f1eb430b9272e7f77471,1293,10,15.322911
candidate_v2,v2-staging,task131,aef2df6731cdd0168ed41a7637a2b939bb42ff5efe498e6732b1bc4fa4aa2d64,7860,103,14.295633
candidate_v2,v2-staging,task132,02558813adda79590927fa1e3d0be80af0e44475a6abbd69beb0d87da57bfdbb,2585,38,14.709279
candidate_v2,v2-staging,task133,98c9e52b494fb0f930f72b2508e749c34f95ede21d3da8d2ed929d596b33efb9,10596,122,12.810072
candidate_v2,v2-staging,task134,b8c97031d4dd9d04cdd7ec5e6e43525899b583f45e8266ddaa88aa4340ea596a,7061,75,15.575516
